,doch,jedoch,aber,andererseits,allerdings,hingegen
drift,0,0,1,0,0,0
drink,0,0,2,0,0,0
drinks,0,0,2,0,0,0
dripping,0,0,1,0,0,0
drive,0,0,1,0,0,0
driven,1,0,2,0,0,0
driver,0,0,1,0,0,0
drivers,0,1,2,0,0,0
drives,1,0,0,0,0,0
driving,1,1,4,0,0,0
drogheda,0,1,0,0,0,0
drop,0,0,1,0,0,0
dropped,1,2,1,0,0,0
drops,0,0,1,0,0,0
drought,0,0,2,0,0,0
drought-stricken,0,0,1,0,0,0
drug,1,1,4,1,0,0
drug-free,0,1,0,0,0,0
drugs,1,2,9,1,0,0
dry,0,1,2,1,0,1
dtp,0,0,1,0,0,0
du,1,0,0,0,0,0
dual,1,0,0,0,0,0
dubious,1,0,0,0,0,0
dublin,0,0,1,0,0,0
due,5,9,19,0,0,1
dues,0,0,1,0,0,0
duisenberg,0,0,2,0,0,0
dull,0,0,1,0,0,0
duly,1,1,0,0,0,0
dumbs,0,0,1,0,0,0
dump,0,0,2,0,0,0
dumped,0,0,1,0,0,0
dumping,2,0,3,0,0,0
duplication,0,0,1,0,0,0
durable,0,1,0,0,0,0
duration,1,0,1,0,1,0
during,9,4,12,1,3,0
dust,0,0,1,0,0,0
dustup,0,0,1,0,0,0
dutch,0,0,3,0,0,0
duties,2,1,4,0,1,0
duty,5,5,4,0,0,0
duty-bound,0,0,0,0,1,0
duty-free,0,2,1,0,1,0
duty;,0,0,1,0,0,0
dwell,0,1,1,0,0,0
dwindling,0,1,0,0,0,0
dying,0,1,0,0,0,0
dynamic,2,0,4,1,0,0
dynamics,1,0,0,0,0,0
dynamism,0,0,0,1,0,0
défaillance,1,0,0,0,0,0
déjà,1,0,0,0,0,0
désir,0,1,0,0,0,0
e,0,0,2,0,0,0
e-commerce,0,0,1,0,0,0
e-mail,0,0,1,0,0,0
each,6,7,20,2,0,0
eafrd,0,0,0,0,0,1
eager,0,0,1,0,0,0
eagerly,0,1,0,0,0,0
eagerness,0,0,1,0,0,0
eaggf,0,1,0,0,0,0
ear,1,0,1,0,0,0
earlier,2,2,12,0,1,0
earliest,0,1,0,0,0,0
early,6,3,2,1,1,0
earmarked,0,0,1,0,0,0
earn,0,0,2,0,0,0
earned,0,1,3,0,0,0
earners,0,0,1,0,0,0
earnest,0,1,1,0,0,0
earth,2,0,3,0,0,0
earth-shattering,0,0,1,0,0,0
earthquake,1,0,0,0,0,0
earthquakes,1,0,0,0,0,0
ease,0,0,1,0,0,0
eased,0,1,1,0,0,0
easier,1,3,10,1,0,0
easiest,1,0,0,0,0,0
easily,3,3,6,0,1,0
east,3,2,9,1,0,0
eastern,4,4,9,0,0,0
easy,4,3,22,0,0,0
eat,0,0,4,0,1,0
eaten,0,0,1,1,0,0
eating,0,0,1,0,0,0
ebrd,0,1,0,0,0,0
ec,0,1,1,0,1,0
ec(3),0,0,0,1,0,0
ecb,1,3,2,0,0,0
ecb's,0,0,1,0,0,0
eccentricity,1,0,0,0,0,0
echelon,0,1,0,0,0,0
echo,0,1,0,0,0,0
echoing,0,0,1,0,0,0
echr,0,0,1,0,0,0
ecj,1,0,0,0,0,0
eclipsed,0,1,0,0,0,0
eco-label,0,1,0,0,0,0
eco-system,0,0,1,0,0,0
ecofin,1,0,1,0,0,0
ecolabel,0,0,0,0,2,0
ecological,0,0,3,0,0,0
ecologically,0,0,1,0,0,0
economic,13,23,85,7,9,1
economical,0,0,1,0,0,0
economically,1,1,7,0,0,0
economics,1,0,1,0,0,0
economies,3,3,8,1,0,0
economist,0,0,1,0,0,0
economy,7,4,33,3,6,0
economy’,0,0,1,0,0,0
ecosystem,0,0,1,0,0,0
ecotax,0,0,1,0,0,0
ecotaxes,0,0,1,0,0,0
ecr,0,1,0,0,0,0
ecu,0,1,3,0,1,0
ecus,0,0,0,1,0,0
edf,3,2,0,0,0,0
edgy,0,0,1,0,0,0
edinburgh,1,0,1,0,0,0
educate,0,0,1,0,0,0
educated,1,0,0,0,0,0
education,2,5,16,1,1,0
educational,0,0,2,0,0,0
eec,0,0,1,0,0,0
eel,0,1,0,0,0,0
effect,7,3,10,0,0,1
effective,6,9,19,1,2,1
effectively,4,5,4,0,0,0
effectiveness,0,0,2,1,0,0
effects,4,4,8,0,0,0
efficiency,3,1,8,1,1,0
efficient,1,0,6,0,0,0
efficient;,0,1,0,0,0,0
efficiently,0,1,2,0,0,0
effort,1,6,9,1,3,2
efforts,6,5,18,0,0,0
egg,1,0,0,0,0,0
egypt,0,0,3,0,1,0
eib,0,0,3,0,0,0
eight,0,2,1,0,0,0
eisma,0,0,1,0,0,0
eit,0,0,2,0,0,0
either,4,3,22,1,1,0
either;,1,0,0,0,0,0
el,0,0,2,0,0,0
elaborate,0,0,2,0,0,0
elderly,0,2,2,0,0,0
elect,1,0,0,0,0,0
elected,2,3,3,0,0,0
electing,0,0,1,0,0,0
election,1,4,2,0,0,0
elections,10,1,14,0,2,0
electoral,0,0,1,0,0,0
electorate,0,0,0,0,1,0
electrical,0,0,0,1,0,0
electricity,1,1,7,0,1,0
electromagnetic,0,1,0,0,0,0
electronic,1,1,3,0,0,0
elegant,0,0,2,0,0,0
element,0,1,5,0,2,0
elements,5,4,7,0,1,0
elevated,0,0,0,0,1,0
eleven,0,0,1,0,0,0
eligibility,0,1,0,0,0,0
eligible,0,0,1,0,0,0
eliminate,3,0,1,0,0,0
eliminated,1,0,0,0,0,0
elisa,1,0,0,0,0,0
elite,1,0,0,0,0,0
elites,1,0,0,0,0,0
elitist,1,0,0,0,0,0
else,1,4,20,0,0,0
elsewhere,1,4,7,1,0,0
emancipation,0,0,1,0,0,0
embargo,0,1,1,0,1,0
embarkation,0,0,1,0,0,0
embarking,1,0,0,0,0,0
embassy,0,0,1,0,0,0
embodied,0,0,0,0,1,0
embodiment,0,0,1,0,0,0
embraces,0,0,1,0,0,0
embryo,0,1,0,0,0,0
embryos,0,1,0,0,0,0
emerge,1,2,1,0,0,0
emerged,1,0,0,0,1,0
emergencies,0,0,1,0,0,0
emergency,3,4,3,0,0,0
emerges,0,0,0,0,1,0
emerging,0,1,3,0,0,0
emi,0,0,0,0,0,1
emission,0,0,1,1,0,0
emission-reduction,0,1,0,0,0,0
emissions,3,3,7,2,1,0
emma,0,0,1,0,0,0
emotion,1,0,0,0,0,0
emotional,1,0,1,0,0,0
emotions,1,0,0,0,0,0
emotive,0,1,0,0,0,0
empathy,0,0,1,0,0,0
emperor,0,1,0,0,0,0
emphasis,2,4,2,0,1,2
emphasise,0,10,9,0,3,0
emphasised,0,2,0,0,0,0
emphasises,0,3,0,1,1,0
emphasising,0,0,1,0,0,0
emphasize,1,3,1,0,1,0
emphasizes,0,1,2,0,0,0
emphatically,0,0,2,0,0,0
empire,0,0,1,0,0,0
empirically,0,0,1,0,0,0
employable,0,0,1,0,0,0
employed,1,0,1,0,1,0
employees,1,0,1,1,0,0
employees',0,0,0,0,1,0
employer,0,1,0,0,0,0
employers,0,0,3,0,0,0
employing,1,0,0,0,0,0
employment,6,8,27,0,1,0
empty,0,2,1,0,0,0
emu,1,1,2,0,1,0
enable,1,3,3,0,0,1
enabled,1,1,0,0,0,0
enables,2,0,2,1,0,0
enabling,0,1,1,0,0,0
enacted,0,1,0,0,0,0
enclaves,0,0,1,0,0,0
encompasses,0,1,1,0,0,0
encounter,0,1,0,0,0,0
encountered,0,1,0,0,0,0
encountering,0,1,1,0,0,0
encounters,0,0,1,0,0,0
encourage,2,2,8,2,1,0
encouraged,2,1,4,0,0,0
encouragement,0,0,1,0,0,0
encourages,0,2,0,0,0,0
encouraging,1,2,2,2,0,0
encroach,0,1,0,0,0,0
encryption,0,0,1,0,0,0
end,25,24,49,0,5,0
end-all,0,0,1,0,0,0
end-of-life,0,1,1,0,0,0
endanger,0,0,1,0,0,0
endangered,0,0,1,0,0,0
endangering,1,1,0,0,0,0
endearing,0,0,1,0,0,0
endeavour,0,3,0,0,0,0
endeavours,0,1,2,0,0,0
ended,3,0,1,0,0,0
ending,0,0,1,0,0,0
endorse,1,2,8,0,1,0
endorsed,0,1,0,0,0,0
endorsing,0,0,1,0,0,0
ends,0,0,4,0,0,0
enemy,0,1,0,0,0,0
energetically,0,0,1,0,0,0
energy,14,11,40,5,4,0
energy-related,0,0,1,0,0,0
energy-saving,1,0,0,0,0,0
enforceable,0,1,1,0,0,0
enforced,0,1,0,0,0,0
enforcement,0,1,2,1,0,0
enforcing,0,0,1,0,0,0
engage,0,3,4,0,0,0
engaged,1,0,3,0,0,0
engagement,1,1,4,0,1,1
engaging,0,2,0,0,0,0
engine,0,0,1,0,0,0
engineering,1,0,1,0,0,0
engineers,0,0,1,0,0,0
england,1,0,0,0,0,0
english,1,1,2,0,1,0
engulfed,0,1,0,0,0,0
enhance,0,1,2,0,0,0
enhanced,1,0,1,0,0,0
enhancement,1,0,1,0,0,0
enjoy,3,0,1,0,0,0
enjoyed,0,1,0,0,0,0
enjoying,0,1,0,0,0,0
enlarge,0,1,1,0,2,0
enlargement,11,4,24,7,2,1
enlargement;,0,0,0,0,1,0
enlargements,1,0,1,0,0,0
enlarging,0,1,0,0,0,0
enlightened,0,0,1,0,0,0
enlightening,0,0,1,0,0,0
enormous,4,2,2,0,1,0
enormously,0,0,3,0,1,0
enough,20,18,37,1,4,0
enough;,2,1,0,0,0,0
enp,0,1,0,0,1,0
enquire,0,1,0,0,0,0
enquired,0,1,0,0,0,0
enquiries,0,1,0,0,0,0
enquiry,0,2,0,0,0,0
enrich,0,0,1,0,0,0
enshrinement,0,0,0,1,0,0
ensure,6,16,18,4,7,1
ensured,0,0,1,0,0,0
ensures,0,0,1,0,1,0
ensuring,0,1,5,1,0,0
entail,1,1,2,0,0,0
entails,1,1,3,0,0,0
enter,1,2,5,0,0,0
entered,0,1,2,0,0,0
entering,0,1,0,0,0,0
enterprise,1,0,1,0,0,0
enterprises,2,1,12,4,0,1
enters,0,1,0,0,0,0
entertain,0,0,0,0,1,0
entertaining,0,0,1,0,0,0
entertains,0,0,1,0,0,0
enthusiasm,1,0,3,0,1,0
enthusiastic,2,1,1,0,0,0
entire,5,2,3,0,0,0
entirely,5,9,11,0,3,0
entirety,1,0,3,0,0,0
entitled,1,3,3,0,0,0
entitlement,0,1,0,0,0,0
entitlements,0,0,0,0,1,0
entity,1,0,3,1,0,0
entrepreneurial,0,0,0,0,1,0
entrepreneurs,0,1,0,0,1,0
entrepreneurship,1,0,0,0,0,0
entry,0,1,1,1,1,0
envelope,0,0,1,0,0,0
envi,0,0,0,0,0,1
environment,7,5,31,3,3,0
environment),0,1,0,0,0,0
environment;,0,0,1,0,0,0
environmental,12,7,36,2,1,0
environmentalist,1,0,0,0,0,0
environmentally,2,0,5,0,0,0
environmentally-friendly,1,0,0,0,0,0
envisage,0,0,2,0,1,0
envisaged,1,1,1,0,0,0
envisages,0,0,1,0,0,0
envoy's,0,0,1,0,0,0
ep,0,1,0,0,0,0
epa,1,0,2,0,0,0
epas,0,0,1,0,0,0
epidemic,0,2,0,0,0,0
eppink,0,0,1,0,0,0
equal,3,4,15,0,1,0
equality,2,0,4,0,0,0
equally,4,17,23,1,1,0
equate,1,0,1,0,0,0
equilibrium,1,0,1,0,0,0
equip,0,1,1,0,0,0
equipment,1,1,1,0,0,0
equities,0,1,0,0,0,0
equivalent,1,1,0,0,0,0
era,0,0,1,0,0,1
eradicate,0,0,1,0,0,0
erasmus,1,1,0,0,1,0
erika,0,0,1,0,1,0
eritrea,0,0,2,0,0,0
erode,0,0,0,1,0,0
erosion,0,0,1,0,0,0
erroneous,0,0,1,0,0,0
error,2,1,3,0,0,0
errors,0,0,5,0,0,0
eruption,0,0,2,0,0,0
escalate,0,1,1,0,0,0
escapes,0,1,0,0,0,0
escb,0,1,0,0,0,0
especially,5,6,46,0,1,0
essen,0,1,0,0,0,0
essence,0,6,1,0,0,1
essential,12,28,18,3,2,0
essentially,3,3,2,0,0,0
establish,1,1,1,0,2,0
established,3,1,2,0,1,0
establishing,0,0,6,0,0,0
establishment,0,0,1,0,1,0
esteem,0,0,1,0,0,0
estimated,1,2,1,0,0,0
estimates,0,1,1,0,1,0
estonia,0,1,2,0,0,0
eta,1,0,0,0,0,0
etc,3,1,10,0,1,0
etcetera,1,0,2,0,0,0
eternal,1,0,0,0,0,0
ether,0,0,1,0,0,0
ethical,0,2,1,0,0,0
ethically,0,0,1,0,0,0
ethics,1,0,2,0,0,0
ethiopia,0,0,0,1,0,0
ethiopian,0,0,1,0,0,0
ethnic,2,0,5,0,1,0
ethyl,1,0,0,0,0,0
eu,28,39,68,4,9,0
eu',0,0,1,0,0,0
eu's,1,3,2,0,0,0
eu-china,0,0,1,0,0,0
eu-georgia,0,1,0,0,0,0
eu;,0,1,0,0,0,0
euphoria,0,1,1,0,0,0
eur,4,2,11,1,0,0
euram,0,0,1,0,0,0
eurlings,1,0,0,0,0,0
euro,5,8,12,0,2,1
euro's,0,0,1,0,0,0
euro-atlantic,0,0,1,0,0,0
euro-disney,0,1,0,0,0,0
euro-dollar,0,0,1,0,0,0
euro-mediterranean,2,0,0,0,0,0
eurobarometer,0,0,1,0,0,0
eurobonds,0,0,2,0,0,0
eurocontrol,0,0,0,0,0,1
eurodac,1,0,0,0,0,0
eurojust,0,1,2,0,0,0
euroland,1,0,0,0,0,0
eurolat,0,0,0,0,1,0
euromed,0,0,2,0,0,0
europe,59,38,154,6,8,1
europe',0,0,1,0,0,0
europe's,3,1,3,1,0,0
europe-wide,0,0,1,0,0,0
europe;,1,0,0,1,0,0
european,92,79,258,24,28,5
european-level,0,1,0,0,0,0
europeans,3,2,8,0,0,0
europe’,1,0,0,0,0,0
europe’s,4,0,1,0,1,0
europol,0,0,2,0,0,0
euros,0,1,1,0,0,0
eurosceptics,0,0,1,0,0,0
eurozone,0,1,1,0,0,0
eu’s,0,1,2,0,1,0
evacuated,0,0,1,0,0,0
evacuation,0,1,0,0,0,0
evade,0,2,0,0,0,0
evaluate,0,0,2,0,0,0
evaluated,0,0,1,0,0,0
evaluates,0,1,0,0,0,0
evaluating,0,0,0,1,0,0
evaluation,1,1,5,0,4,0
evans's,0,0,1,0,0,0
evaporated,0,2,0,0,0,0
evasion,1,0,1,0,0,0
even,73,42,154,2,16,1
even-handed,0,0,1,0,0,0
evening,2,3,8,0,0,0
evening's,1,0,1,0,0,0
evenings,1,0,0,0,0,0
evenly,0,0,1,0,0,0
event,1,7,12,0,4,0
events,5,5,12,0,5,0
eventual,0,1,0,0,0,0
eventually,3,0,3,0,0,0
ever,6,2,6,0,0,0
ever-increasing,0,0,1,0,0,0
every,15,11,36,1,2,0
everybody,3,1,6,0,1,0
everyday,1,0,2,0,0,0
everyone,10,6,20,1,0,0
everyone's,2,1,0,0,0,0
everyone’s,0,0,1,0,0,0
everything,6,6,23,0,0,0
everywhere,0,0,2,0,0,0
evict,0,1,0,0,0,0
evidence,6,4,7,0,0,0
evident,2,3,2,0,0,0
evidently,1,2,3,0,0,0
evil,0,1,2,0,0,0
evils,0,1,1,0,0,0
evoking,0,0,1,0,0,0
evolve,0,0,3,0,0,0
evolves,0,0,0,0,1,0
evolving,0,1,0,0,0,0
evros,0,0,1,0,0,0
ex,0,0,1,0,0,0
exacerbate,0,0,1,0,0,0
exact,0,1,2,0,0,0
exacted,0,0,1,0,0,0
exacting,0,0,1,0,0,0
exactly,6,6,13,0,0,0
exaggerate,0,1,0,0,0,0
exaggerated,0,3,3,0,0,0
examination,1,0,1,0,0,0
examine,2,3,6,0,1,0
examined,0,0,2,0,0,0
examining,0,0,2,0,0,0
example,13,8,26,1,2,0
examples,2,0,8,0,0,0
exasperation,0,0,1,0,0,0
exceed,2,0,0,0,0,0
exceeded,0,1,0,0,0,0
exceedingly,0,1,1,0,0,0
excellence,0,1,2,0,0,0
excellent,6,4,15,0,0,0
except,3,2,3,0,1,0
exception,0,3,2,0,2,0
exceptional,0,3,6,0,0,0
exceptionally,0,1,1,0,0,0
exceptions,3,1,4,0,3,0
excesses,0,0,1,0,0,0
excessive,1,3,6,0,0,0
excessively,1,0,1,0,0,0
exchange,2,0,6,0,0,0
exchange-rate,0,1,0,0,0,0
exchangeable,0,0,1,0,0,0
exchanges,1,0,1,0,0,0
exchanging,0,0,2,0,0,0
excise,0,0,2,0,0,0
exciting,0,0,1,0,0,0
exclude,0,0,2,0,1,0
excluded,2,4,4,0,0,0
excludes,0,2,0,0,0,0
excluding,0,2,0,0,0,0
exclusion,1,2,2,1,0,0
exclusions,0,1,0,0,0,0
exclusive,0,1,3,0,1,0
exclusively,0,0,3,0,1,0
excursions,0,0,1,0,0,0
excuse,0,2,3,0,0,0
excuses,0,1,1,0,0,0
execute,0,1,1,0,0,0
executes,0,0,1,0,0,0
execution,0,0,1,0,0,0
executions,0,0,2,0,0,0
executive,1,0,0,1,1,0
exemplary,1,0,2,0,0,0
exemplifies,0,0,1,0,0,0
exempt,0,2,1,0,0,0
exempted,0,0,2,0,1,0
exemption,0,0,3,0,0,0
exemptions,1,1,1,0,0,0
exemptions;,0,0,1,0,0,0
exercise,0,2,8,0,0,0
exercised,0,0,0,1,0,0
exercises,0,0,1,0,0,0
exercising,1,1,0,0,0,0
exert,0,2,0,0,0,0
exerted,0,0,1,1,0,0
exerting,1,0,1,0,0,0
exhaust,0,0,1,0,0,0
exhausting,0,0,1,0,0,0
exhaustive,0,0,4,0,0,0
exhortation,0,1,0,0,0,0
exist,4,10,17,0,1,0
existed,0,0,3,0,0,0
existence,1,5,3,0,1,0
existential,0,1,0,0,0,0
existing,2,2,8,1,3,0
exists,3,5,11,0,0,0
exists',1,0,0,0,0,0
exists;,0,0,1,0,0,0
exodus,1,0,0,0,0,0
expand,2,1,1,0,0,0
expansion,0,0,1,0,0,0
expatriation,1,0,0,0,0,0
expect,11,9,12,1,3,0
expectation,1,0,4,0,0,0
expectations,2,3,8,0,0,0
expected,3,3,6,0,1,1
expecting,1,0,1,0,0,0
expects,0,0,3,0,0,0
expenditure,3,2,4,0,0,0
expenditures,0,1,1,0,0,0
expenditures;,0,0,0,0,1,0
expense,0,3,2,0,0,0
expenses,0,0,1,0,0,0
expensive,0,0,9,0,0,0
experience,8,9,11,0,1,0
experienced,2,2,1,0,1,0
experiences,0,0,1,0,0,0
experiencing,1,0,3,0,0,0
experimental,0,0,2,0,0,0
experimenting,1,0,0,0,0,0
experiments,0,0,1,0,0,0
expert,2,1,4,0,0,0
experts,1,2,3,0,0,0
experts',0,1,0,0,0,0
expire,2,1,0,0,0,0
expired,0,1,1,0,0,0
expires,0,1,0,0,0,0
explain,1,6,5,0,2,0
explained,0,1,1,0,1,0
explaining,0,0,1,0,0,0
explanation,2,0,2,0,0,0
explanations,1,0,3,0,0,0
explanatory,0,1,0,0,1,0
explicit,0,0,1,0,0,0
explicitly,1,1,2,0,0,0
exploit,1,1,0,0,0,0
exploitation,0,1,2,0,0,0
exploited,0,1,0,0,1,0
exploiting,0,1,1,0,0,0
exploratory,0,0,1,0,0,0
explore,0,0,1,0,0,0
export,1,0,7,1,0,0
exportable,1,0,1,0,0,0
exported,0,0,1,0,0,0
exporter,0,1,0,0,0,0
exports,1,0,4,1,0,0
exposed,1,0,2,0,0,0
exposes,0,1,0,0,0,0
exposure,0,1,0,0,0,0
express,2,5,12,0,1,0
expressed,5,5,9,0,1,0
expresses,0,0,1,0,1,1
expressing,0,1,6,0,1,0
expression,0,3,3,0,0,1
expressions,0,0,2,0,0,0
expressly,1,2,1,0,0,0
expulsions,0,0,1,0,0,0
extend,0,3,6,0,1,0
extended,0,1,4,0,1,0
extending,0,0,3,1,2,0
extensification,1,0,0,0,0,0
extension,0,4,1,0,0,1
extensive,0,3,4,1,1,0
extent,2,5,12,2,3,0
exterior,0,1,0,0,0,0
external,4,2,16,1,1,0
externalisation,0,1,0,0,0,0
externally,0,0,1,0,0,0
extinguish,1,0,0,0,0,0
extra,1,2,3,0,1,0
extra-community,0,0,1,0,0,0
extracting,0,0,0,0,1,0
extradition,0,0,2,0,0,0
extraneous,0,1,0,0,0,0
extraordinarily,0,0,1,0,0,0
extraordinary,4,0,4,0,1,0
extraterritorial,0,0,0,1,0,0
extreme,1,1,4,0,0,0
extremely,16,25,25,1,2,0
extremism,0,0,0,0,1,0
extremist,1,0,0,0,0,0
extremists,0,1,0,1,0,0
extricate,1,0,0,0,0,0
eye,2,0,5,0,0,0
eyes,0,2,0,0,0,0
fabre-aubrespy,1,0,0,0,0,0
fabrics,0,0,1,0,0,0
facade,0,0,1,0,0,0
face,6,15,9,0,2,0
faced,5,5,7,1,1,0
faces,0,2,1,0,1,0
facet,0,0,1,0,0,0
facilitate,0,2,3,0,0,0
facilitated,0,1,0,0,0,0
facilitating,0,0,1,0,0,0
facilitation,1,1,3,1,0,0
facilities,0,2,4,0,0,0
facility,0,0,3,0,0,0
facing,2,6,4,0,3,0
fact,43,83,84,0,13,1
facto,0,0,2,0,1,0
factor,0,2,7,0,1,0
factories,0,0,0,0,1,0
factors,2,6,3,0,0,0
factory,0,0,1,0,0,0
facts,0,4,7,0,1,0
factual,0,0,2,0,0,0
faded,0,0,1,0,0,0
fail,5,9,9,0,5,0
failed,3,13,16,0,2,0
failing,0,4,2,0,0,0
fails,2,10,5,0,1,0
failure,2,1,2,0,0,0
failures,0,0,1,0,0,0
faint-hearted,1,0,0,0,0,0
fair,5,8,13,0,0,0
fairer,0,0,1,0,0,0
fairly,1,1,6,0,1,0
fairness,1,1,0,0,0,0
fairy,0,0,1,0,0,0
faith,1,1,1,0,0,0
fajon,1,0,0,0,0,0
fake,0,0,1,0,0,0
fall,2,6,4,0,1,0
fallen,0,1,0,1,1,0
falls,1,7,1,0,0,0
false,1,0,2,0,0,0
faltering,0,1,1,0,0,0
falun,0,1,0,0,0,0
familiar,2,3,5,0,0,0
families,0,2,4,0,2,0
families;,1,0,0,0,0,0
family,0,2,8,0,1,1
famine,1,0,0,0,0,0
famine-hit,0,0,0,1,0,0
famous,0,1,1,0,1,0
famously,0,0,1,0,0,0
fanatics,0,0,1,0,0,0
fantastic,3,0,0,0,0,0
fantasy,0,0,1,0,0,0
fantuzzi,0,1,0,0,0,0
fao,0,0,0,0,0,1
far,19,38,55,1,11,3
far-fetched,0,0,1,0,0,0
far-reaching,0,1,1,0,0,1
farc,0,0,1,0,0,0
farewell,0,0,1,0,0,0
farm,1,0,3,0,0,0
farmer,0,0,1,0,0,0
farmers,7,4,18,0,0,1
farmers;,0,0,1,0,0,0
farming,1,1,2,0,1,0
farm’,0,0,1,0,0,0
fascist,1,0,0,0,0,0
fashion,1,0,1,1,0,0
fashionable,0,0,1,0,0,0
fashioning,0,1,0,0,0,0
fast,1,3,2,1,0,0
faster,0,0,3,0,0,0
fat,0,0,1,0,0,0
fatal,1,0,1,0,0,0
fatally,1,0,0,0,0,0
fate,0,0,2,0,0,0
father,1,0,0,0,0,0
fathers,0,0,2,0,0,0
fatuzzo,1,0,0,0,0,0
fault,0,1,6,0,1,0
faults,0,1,2,0,0,0
faulty,0,0,1,0,0,0
faut,0,0,1,0,0,0
favour,11,9,41,2,7,0
favourable,1,1,3,0,0,0
favourably,0,0,1,0,0,0
favoured,0,2,0,0,1,0
favouring,1,1,1,0,0,0
fayyad,0,0,1,0,0,0
fear,0,25,11,0,16,0
feared,1,0,1,0,0,0
fearful,0,0,1,0,0,0
fearless,0,0,1,0,0,0
fears,0,2,2,0,0,0
feasibility,0,1,0,0,0,0
feasible,0,0,6,0,0,0
feat,1,0,1,0,0,0
feature,2,0,1,0,0,0
features,1,0,2,0,0,0
february,0,1,3,0,0,0
fed,0,0,1,0,0,0
federal,0,0,2,0,0,0
federalist,1,0,0,0,0,0
federalists,1,1,0,0,0,0
federation,0,0,2,0,0,0
federations,0,0,1,0,0,0
feed,1,0,4,0,0,0
feedback,0,0,1,0,0,0
feeding,0,1,3,0,0,0
feel,15,42,29,0,12,1
feeling,0,2,2,0,0,0
feelings,0,0,2,0,0,0
feels,3,3,2,0,0,0
feet,1,0,0,0,0,0
fehmarnbelt,0,0,1,0,0,0
feira,0,0,1,0,0,0
fell,0,3,1,0,1,0
fellow,2,4,6,0,1,0
felt,2,7,5,0,1,0
female,0,1,1,0,0,0
feminicide,0,0,1,0,0,0
fernández,0,0,1,0,0,0
ferrero-waldner,0,1,2,0,1,0
ferrets,0,1,0,0,0,0
ferry,1,0,0,0,0,0
fervently,0,3,0,0,0,0
few,16,11,38,1,9,0
fewer,0,1,3,1,0,0
ff5,0,0,1,0,0,0
fibres,0,0,1,0,0,0
fickle,1,0,0,0,0,0
fiction,0,0,1,0,0,0
field,5,3,24,1,1,0
fields,2,2,4,0,1,0
fifteen,0,0,0,0,2,1
fifth,0,0,0,0,1,0
fifty,0,0,1,0,0,0
fifty-four,0,0,1,0,0,0
fight,4,3,15,3,1,0
fighter,0,0,1,0,0,0
fighting,1,3,2,1,0,0
figure,1,2,7,0,1,0
figures,6,3,11,1,1,0
filed,1,0,0,0,1,0
fill,1,0,1,0,0,0
filled,1,1,1,0,1,0
film-making,0,0,1,0,0,0
films,0,1,0,0,0,0
final,4,8,18,1,0,0
finalise,0,0,0,1,0,0
finally,11,5,13,0,2,0
finance,1,3,5,0,1,0
financed,0,1,2,0,0,0
finances,1,2,5,0,0,1
financial,9,16,24,4,7,1
financially,0,0,3,0,0,0
financing,2,2,3,0,1,0
find,12,28,16,1,7,0
finding,0,1,1,0,1,0
findings,1,1,2,0,0,0
finds,0,3,3,0,2,0
fine,2,2,14,0,0,0
finely,0,0,1,0,0,0
fines,0,0,1,0,0,0
finger,1,0,1,0,0,0
finger-pointing,0,0,1,0,0,0
fingerprinted,0,0,1,0,0,0
fingers,1,0,0,0,0,0
finish,2,2,3,0,0,0
finished,0,0,0,0,1,0
finland,0,1,3,1,2,0
finnish,1,0,2,0,0,0
fire,1,1,1,0,0,0
firearms,0,0,1,0,0,0
fires,1,1,3,0,0,0
firm,1,1,7,0,0,0
firmly,0,10,7,0,0,0
firmness,1,0,0,0,0,0
firms,1,0,2,0,0,0
firm’,0,0,1,0,0,0
first,25,21,54,0,10,1
first-class,0,0,1,0,0,0
first-rate,0,0,1,0,0,0
first-served,0,0,0,0,1,0
firstly,4,2,7,1,1,1
first’,1,0,0,0,0,0
fiscal,1,0,2,0,1,0
fischer,0,0,2,0,0,0
fischler,3,1,1,0,0,0
fish,2,3,6,0,0,0
fished,0,2,0,0,0,0
fisheries,5,3,18,0,1,1
fishermen,1,2,4,0,0,0
fishery,0,1,0,0,0,0
fishing,4,1,5,1,1,0
fishmeal,0,0,1,0,0,0
fit,0,0,2,0,0,0
fitted,0,0,1,0,0,0
fitting,1,0,0,0,0,0
five,2,4,13,0,0,1
five’,0,1,0,0,0,0
fix',0,1,0,0,0,0
fixed,2,1,2,0,0,0
fixing,0,1,0,0,1,0
flag,0,0,1,0,0,0
flags,0,1,1,0,0,0
flasks,0,0,1,0,0,0
flat,0,0,1,0,0,0
flaw,1,0,0,0,0,0
flawed,1,1,0,0,1,0
flaws,0,1,1,0,1,0
flax,0,1,0,0,0,0
fleet,0,1,4,0,0,0
flemming,0,0,1,0,0,0
flevoland,0,0,1,0,0,0
flex,0,0,1,0,0,0
flexibility,2,2,8,2,2,1
flexible,1,1,8,2,0,0
flies,0,0,1,0,1,0
flight,0,0,1,0,0,0
flooding,0,1,0,0,0,0
floods,0,1,2,0,0,0
floor,4,0,9,0,1,0
florenz,0,0,1,0,0,0
flow,0,0,2,0,0,0
flowers,0,1,0,0,0,0
flowery,0,0,1,0,0,0
flows,0,2,3,0,0,0
flu,2,0,0,0,0,0
fluctuation,0,1,0,0,0,0
fluid,0,1,0,0,0,0
fluxys,1,0,0,0,0,0
fly,0,1,2,0,0,0
flying,1,0,2,0,0,0
